"Practice","RT","accuracy","adaptive_category","adaptive_change","adaptive_phase","alternation_detected","block","cond","condition","correct","correct_keyboard_response","correct_response","data_row_type","display_height","display_width","experiment_path","experimental_trial_count","exposure_HF","exposure_LF","exposure_Pseudo","exposure_Random","exposure_floor_reached","exposure_time_after","exposure_time_before","fixation_dur","history_HF","history_LF","history_Pseudo","history_Random","keyboard_backend","mouse_backend","outcome_history_after","outcome_history_before","response_keyboard_response","response_time_keyboard_response","response_was_timeout","scaled_font_size","step_HF","step_LF","step_Pseudo","step_Random","step_size_after","step_size_applied","step_size_before","stimulus","subject_nr","testing_trial_limit","time_Experimental","time_Practice","time_block_start","time_end_of_block_trigger","time_end_of_experiment","time_end_of_practice_block_trigger","time_experiment","time_experimental_block","time_experimental_sequence","time_feedback","time_fixation","time_fixation_duration","time_generalpreps","time_keyboard_response","time_main_instructions","time_new_block","time_new_block_trigger","time_new_sketchpad","time_practice_block","time_practice_block_trigger","time_practice_sequence_1","time_practice_start","time_presstostart","time_response_trigger","time_stimulus","time_stimulus_trigger","time_trial_sequence","title"
"No","447","1","Pseudo","-50","experimental","0","1","Pseudo","3","1","1","m","trial","1080","1920","/Users/justina/Downloads/lexical_decision","21","1850","1900","1700","1600","0","1700","1750","581","111","111","1111","1111","legacy","xpyriment","1111","1111","m","447","0","20","50","50","50","50","50","50","50","beloep","11","200","7584","NA","7678","NA","NA","NA","1722","14048","7675","19448","38865","38865","1787","39448","1795","7675","14048","NA","NA","NA","NA","NA","13313","39895","39448","NA","38864","LexicalDecision"
"No","582","0","Pseudo","50","experimental","0","1","Pseudo","3","0","0","m","trial","1080","1920","/Users/justina/Downloads/lexical_decision","22","1850","1900","1750","1600","0","1750","1700","523","111","111","1110","1111","legacy","xpyriment","1110","1111","n","582","0","20","50","50","50","50","50","50","50","grinzen","11","200","7584","NA","7678","NA","NA","NA","1722","14048","7675","41148","40011","40010","1787","40537","1795","7675","14048","NA","NA","NA","NA","NA","13313","41119","40537","NA","40010","LexicalDecision"
"No","509","1","Random","-50","experimental","0","1","Random","4","1","1","m","trial","1080","1920","/Users/justina/Downloads/lexical_decision","23","1850","1900","1750","1550","0","1550","1600","397","111","111","1110","1111","legacy","xpyriment","1111","1111","m","509","0","20","50","50","50","50","50","50","50","ocsrotes","11","200","7584","NA","7678","NA","NA","NA","1722","14048","7675","41148","43285","43284","1787","43685","1795","7675","14048","NA","NA","NA","NA","NA","13313","44194","43685","NA","43284","LexicalDecision"
"No","568","1","Random","-50","experimental","0","1","Random","4","1","1","m","trial","1080","1920","/Users/justina/Downloads/lexical_decision","24","1850","1900","1750","1500","0","1500","1550","449","111","111","1110","1111","legacy","xpyriment","1111","1111","m","568","0","20","50","50","50","50","50","50","50","truegjes","11","200","7584","NA","7678","NA","NA","NA","1722","14048","7675","41148","44309","44308","1787","44762","1795","7675","14048","NA","NA","NA","NA","NA","13313","45331","44762","NA","44308","LexicalDecision"
"No","611","1","HF","-50","experimental","0","1","HF","1","1","1","n","trial","1080","1920","/Users/justina/Downloads/lexical_decision","25","1800","1900","1750","1500","0","1800","1850","416","1111","111","1110","1111","legacy","xpyriment","1111","111","n","611","0","20","50","50","50","50","50","50","50","gevoeld","11","200","7584","NA","7678","NA","NA","NA","1722","14048","7675","41148","45446","45445","1787","45866","1795","7675","14048","NA","NA","NA","NA","NA","13313","46478","45865","NA","45445","LexicalDecision"
"No","579","1","HF","-50","experimental","0","1","HF","1","1","1","n","trial","1080","1920","/Users/justina/Downloads/lexical_decision","26","1750","1900","1750","1500","0","1750","1800","557","1111","111","1110","1111","legacy","xpyriment","1111","1111","n","579","0","20","50","50","50","50","50","50","50","dankbaar","11","200","7584","NA","7678","NA","NA","NA","1722","14048","7675","41148","46594","46593","1787","47155","1795","7675","14048","NA","NA","NA","NA","NA","13313","47735","47155","NA","46593","LexicalDecision"
"No","791","1","LF","-50","experimental","0","1","LF","2","1","1","n","trial","1080","1920","/Users/justina/Downloads/lexical_decision","27","1750","1850","1750","1500","0","1850","1900","468","1111","1111","1110","1111","legacy","xpyriment","1111","111","n","791","0","20","50","50","50","50","50","50","50","hoepels","11","200","7584","NA","7678","NA","NA","NA","1722","14048","7675","41148","47851","47850","1787","48323","1795","7675","14048","NA","NA","NA","NA","NA","13313","49115","48323","NA","47850","LexicalDecision"
"No","598","1","Pseudo","-50","experimental","0","1","Pseudo","3","1","1","m","trial","1080","1920","/Users/justina/Downloads/lexical_decision","28","1750","1850","1700","1500","0","1700","1750","591","1111","1111","1101","1111","legacy","xpyriment","1101","1110","m","598","0","20","50","50","50","50","50","50","50","hege","11","200","7584","NA","7678","NA","NA","NA","1722","14048","7675","41148","49233","49232","1787","49827","1795","7675","14048","NA","NA","NA","NA","NA","13313","50426","49827","NA","49232","LexicalDecision"
"No","721","1","Pseudo","-50","experimental","0","1","Pseudo","3","1","1","m","trial","1080","1920","/Users/justina/Downloads/lexical_decision","29","1750","1850","1650","1500","0","1650","1700","561","1111","1111","1011","1111","legacy","xpyriment","1011","1101","m","721","0","20","50","50","50","50","50","50","50","vliepen","11","200","7584","NA","7678","NA","NA","NA","1722","14048","7675","41148","50542","50541","1787","51106","1795","7675","14048","NA","NA","NA","NA","NA","13313","51828","51106","NA","50541","LexicalDecision"
"No","500","1","Random","-50","experimental","0","1","Random","4","1","1","m","trial","1080","1920","/Users/justina/Downloads/lexical_decision","30","1750","1850","1650","1450","0","1450","1500","481","1111","1111","1011","1111","legacy","xpyriment","1111","1111","m","500","0","20","50","50","50","50","50","50","50","eesewsj","11","200","7584","NA","7678","NA","NA","NA","1722","14048","7675","41148","51947","51946","1787","52432","1795","7675","14048","NA","NA","NA","NA","NA","13313","52933","52432","NA","51946","LexicalDecision"
"No","458","1","Random","-50","experimental","0","1","Random","4","1","1","m","trial","1080","1920","/Users/justina/Downloads/lexical_decision","31","1750","1850","1650","1400","0","1400","1450","410","1111","1111","1011","1111","legacy","xpyriment","1111","1111","m","458","0","20","50","50","50","50","50","50","50","ryu'js","11","200","7584","NA","7678","NA","NA","NA","1722","14048","7675","41148","53049","53048","1787","53463","1795","7675","14048","NA","NA","NA","NA","NA","13313","53922","53463","NA","53048","LexicalDecision"
"No","572","0","Pseudo","50","experimental","0","1","Pseudo","3","0","0","m","trial","1080","1920","/Users/justina/Downloads/lexical_decision","32","1750","1850","1700","1400","0","1700","1650","516","1111","1111","110","1111","legacy","xpyriment","0110","1011","n","572","0","20","50","50","50","50","50","50","50","voekt","11","200","7584","NA","7678","NA","NA","NA","1722","14048","7675","55159","54037","54036","1787","54558","1795","7675","14048","NA","NA","NA","NA","NA","13313","55131","54557","NA","54036","LexicalDecision"
"No","648","1","LF","-50","experimental","0","1","LF","2","1","1","n","trial","1080","1920","/Users/justina/Downloads/lexical_decision","33","1750","1800","1700","1400","0","1800","1850","503","1111","1111","110","1111","legacy","xpyriment","1111","1111","n","648","0","20","50","50","50","50","50","50","50","stekkers","11","200","7584","NA","7678","NA","NA","NA","1722","14048","7675","55159","57302","57301","1787","57809","1795","7675","14048","NA","NA","NA","NA","NA","13313","58458","57808","NA","57301","LexicalDecision"
"No","542","1","HF","-50","experimental","0","1","HF","1","1","1","n","trial","1080","1920","/Users/justina/Downloads/lexical_decision","34","1700","1800","1700","1400","0","1700","1750","397","1111","1111","110","1111","legacy","xpyriment","1111","1111","n","542","0","20","50","50","50","50","50","50","50","buren","11","200","7584","NA","7678","NA","NA","NA","1722","14048","7675","55159","58574","58573","1787","58973","1795","7675","14048","NA","NA","NA","NA","NA","13313","59516","58973","NA","58573","LexicalDecision"
"No","499","1","HF","-50","experimental","0","1","HF","1","1","1","n","trial","1080","1920","/Users/justina/Downloads/lexical_decision","35","1650","1800","1700","1400","0","1650","1700","571","1111","1111","110","1111","legacy","xpyriment","1111","1111","n","499","0","20","50","50","50","50","50","50","50","voelen","11","200","7584","NA","7678","NA","NA","NA","1722","14048","7675","55159","59634","59633","1787","60209","1795","7675","14048","NA","NA","NA","NA","NA","13313","60709","60208","NA","59633","LexicalDecision"
"No","468","1","Pseudo","-50","experimental","0","1","Pseudo","3","1","1","m","trial","1080","1920","/Users/justina/Downloads/lexical_decision","36","1650","1800","1650","1400","0","1650","1700","484","1111","1111","1101","1111","legacy","xpyriment","1101","110","m","468","0","20","50","50","50","50","50","50","50","liende","11","200","7584","NA","7678","NA","NA","NA","1722","14048","7675","55159","60825","60824","1787","61311","1795","7675","14048","NA","NA","NA","NA","NA","13313","61779","61311","NA","60824","LexicalDecision"
"No","500","1","Pseudo","-50","experimental","0","1","Pseudo","3","1","1","m","trial","1080","1920","/Users/justina/Downloads/lexical_decision","37","1650","1800","1600","1400","0","1600","1650","401","1111","1111","1011","1111","legacy","xpyriment","1011","1101","m","500","0","20","50","50","50","50","50","50","50","breeg","11","200","7584","NA","7678","NA","NA","NA","1722","14048","7675","55159","61895","61894","1787","62300","1795","7675","14048","NA","NA","NA","NA","NA","13313","62800","62299","NA","61894","LexicalDecision"
"No","676","0","LF","50","experimental","0","1","LF","2","0","0","n","trial","1080","1920","/Users/justina/Downloads/lexical_decision","38","1650","1850","1600","1400","0","1850","1800","520","1111","1110","1011","1111","legacy","xpyriment","1110","1111","m","676","0","20","50","50","50","50","50","50","50","trol","11","200","7584","NA","7678","NA","NA","NA","1722","14048","7675","64144","62915","62914","1787","63438","1795","7675","14048","NA","NA","NA","NA","NA","13313","64114","63438","NA","62914","LexicalDecision"
"No","582","1","Random","-50","experimental","0","1","Random","4","1","1","m","trial","1080","1920","/Users/justina/Downloads/lexical_decision","39","1650","1850","1600","1350","0","1350","1400","459","1111","1110","1011","1111","legacy","xpyriment","1111","1111","m","582","0","20","50","50","50","50","50","50","50","idnseelz","11","200","7584","NA","7678","NA","NA","NA","1722","14048","7675","64144","66282","66281","1787","66744","1795","7675","14048","NA","NA","NA","NA","NA","13313","67326","66744","NA","66281","LexicalDecision"
"No","505","1","Random","-50","experimental","0","1","Random","4","1","1","m","trial","1080","1920","/Users/justina/Downloads/lexical_decision","40","1650","1850","1600","1300","0","1300","1350","461","1111","1110","1011","1111","legacy","xpyriment","1111","1111","m","505","0","20","50","50","50","50","50","50","50","ekjcat","11","200","7584","NA","7678","NA","NA","NA","1722","14048","7675","64144","67442","67441","1787","67906","1795","7675","14048","NA","NA","NA","NA","NA","13313","68412","67905","NA","67440","LexicalDecision"
"No","458","1","Random","-50","experimental","0","1","Random","4","1","1","m","trial","1080","1920","/Users/justina/Downloads/lexical_decision","41","1650","1850","1600","1250","0","1250","1300","447","1111","1110","1011","1111","legacy","xpyriment","1111","1111","m","458","0","20","50","50","50","50","50","50","50","eujtds","11","200","7584","NA","7678","NA","NA","NA","1722","14048","7675","64144","68526","68526","1787","68978","1795","7675","14048","NA","NA","NA","NA","NA","13313","69437","68977","NA","68525","LexicalDecision"
"No","514","1","Random","-50","experimental","0","1","Random","4","1","1","m","trial","1080","1920","/Users/justina/Downloads/lexical_decision","42","1650","1850","1600","1200","0","1200","1250","434","1111","1110","1011","1111","legacy","xpyriment","1111","1111","m","514","0","20","50","50","50","50","50","50","50","eerjtlku","11","200","7584","NA","7678","NA","NA","NA","1722","14048","7675","64144","69551","69550","1787","69990","1795","7675","14048","NA","NA","NA","NA","NA","13313","70504","69990","NA","69550","LexicalDecision"
"No","438","1","Random","-50","experimental","0","1","Random","4","1","1","m","trial","1080","1920","/Users/justina/Downloads/lexical_decision","43","1650","1850","1600","1150","0","1150","1200","511","1111","1110","1011","1111","legacy","xpyriment","1111","1111","m","438","0","20","50","50","50","50","50","50","50","sau'al","11","200","7584","NA","7678","NA","NA","NA","1722","14048","7675","64144","70619","70618","1787","71133","1795","7675","14048","NA","NA","NA","NA","NA","13313","71571","71133","NA","70618","LexicalDecision"
"No","413","1","Pseudo","-50","experimental","0","1","Pseudo","3","1","1","m","trial","1080","1920","/Users/justina/Downloads/lexical_decision","44","1650","1850","1550","1150","0","1550","1600","514","1111","1110","111","1111","legacy","xpyriment","0111","1011","m","413","0","20","50","50","50","50","50","50","50","waarif","11","200","7584","NA","7678","NA","NA","NA","1722","14048","7675","64144","71688","71687","1787","72206","1795","7675","14048","NA","NA","NA","NA","NA","13313","72620","72205","NA","71687","LexicalDecision"
"No","584","1","LF","-50","experimental","0","1","LF","2","1","1","n","trial","1080","1920","/Users/justina/Downloads/lexical_decision","45","1650","1800","1550","1150","0","1800","1850","480","1111","1101","111","1111","legacy","xpyriment","1101","1110","n","584","0","20","50","50","50","50","50","50","50","pizza's","11","200","7584","NA","7678","NA","NA","NA","1722","14048","7675","64144","72737","72736","1787","73221","1795","7675","14048","NA","NA","NA","NA","NA","13313","73805","73221","NA","72736","LexicalDecision"
"No","514","1","Pseudo","-50","experimental","0","1","Pseudo","3","1","1","m","trial","1080","1920","/Users/justina/Downloads/lexical_decision","46","1650","1800","1500","1150","0","1500","1550","574","1111","1101","1111","1111","legacy","xpyriment","1111","111","m","514","0","20","50","50","50","50","50","50","50","coudt","11","200","7584","NA","7678","NA","NA","NA","1722","14048","7675","64144","73922","73921","1787","74498","1795","7675","14048","NA","NA","NA","NA","NA","13313","75012","74498","NA","73921","LexicalDecision"
"No","506","1","Random","-50","experimental","0","1","Random","4","1","1","m","trial","1080","1920","/Users/justina/Downloads/lexical_decision","47","1650","1800","1500","1100","0","1100","1150","396","1111","1101","1111","1111","legacy","xpyriment","1111","1111","m","506","0","20","50","50","50","50","50","50","50","tespja","11","200","7584","NA","7678","NA","NA","NA","1722","14048","7675","64144","75128","75127","1787","75528","1795","7675","14048","NA","NA","NA","NA","NA","13313","76035","75528","NA","75127","LexicalDecision"
"No","447","1","Random","-50","experimental","0","1","Random","4","1","1","m","trial","1080","1920","/Users/justina/Downloads/lexical_decision","48","1650","1800","1500","1050","0","1050","1100","492","1111","1101","1111","1111","legacy","xpyriment","1111","1111","m","447","0","20","50","50","50","50","50","50","50","tntijere","11","200","7584","NA","7678","NA","NA","NA","1722","14048","7675","64144","76150","76149","1787","76646","1795","7675","14048","NA","NA","NA","NA","NA","13313","77094","76646","NA","76149","LexicalDecision"
"No","622","1","Pseudo","-50","experimental","0","1","Pseudo","3","1","1","m","trial","1080","1920","/Users/justina/Downloads/lexical_decision","49","1650","1800","1450","1050","0","1450","1500","498","1111","1101","1111","1111","legacy","xpyriment","1111","1111","m","622","0","20","50","50","50","50","50","50","50","mevel","11","200","7584","NA","7678","NA","NA","NA","1722","14048","7675","64144","77209","77208","1787","77709","1795","7675","14048","NA","NA","NA","NA","NA","13313","78332","77709","NA","77208","LexicalDecision"
"No","660","1","HF","-50","experimental","0","1","HF","1","1","1","n","trial","1080","1920","/Users/justina/Downloads/lexical_decision","50","1600","1800","1450","1050","0","1600","1650","452","1111","1101","1111","1111","legacy","xpyriment","1111","1111","n","660","0","20","50","50","50","50","50","50","50","flink","11","200","7584","NA","7678","NA","NA","NA","1722","14048","7675","64144","78447","78446","1787","78901","1795","7675","14048","NA","NA","NA","NA","NA","13313","79562","78901","NA","78446","LexicalDecision"
"No","556","1","LF","-50","experimental","0","1","LF","2","1","1","n","trial","1080","1920","/Users/justina/Downloads/lexical_decision","51","1600","1750","1450","1050","0","1750","1800","518","1111","1011","1111","1111","legacy","xpyriment","1011","1101","n","556","0","20","50","50","50","50","50","50","50","motto's","11","200","7584","NA","7678","NA","NA","NA","1722","14048","7675","64144","79679","79679","1787","80200","1795","7675","14048","NA","NA","NA","NA","NA","13313","80756","80200","NA","79678","LexicalDecision"
"No","852","0","Pseudo","50","experimental","0","1","Pseudo","3","0","0","m","trial","1080","1920","/Users/justina/Downloads/lexical_decision","52","1600","1750","1500","1050","0","1500","1450","524","1111","1011","1110","1111","legacy","xpyriment","1110","1111","n","852","0","20","50","50","50","50","50","50","50","meukje","11","200","7584","NA","7678","NA","NA","NA","1722","14048","7675","82281","80872","80871","1787","81400","1795","7675","14048","NA","NA","NA","NA","NA","13313","82252","81399","NA","80871","LexicalDecision"
"No","486","1","HF","-50","experimental","0","1","HF","1","1","1","n","trial","1080","1920","/Users/justina/Downloads/lexical_decision","53","1550","1750","1500","1050","0","1550","1600","428","1111","1011","1110","1111","legacy","xpyriment","1111","1111","n","486","0","20","50","50","50","50","50","50","50","vullen","11","200","7584","NA","7678","NA","NA","NA","1722","14048","7675","82281","84418","84417","1787","84848","1795","7675","14048","NA","NA","NA","NA","NA","13313","85335","84848","NA","84417","LexicalDecision"
"No","526","1","LF","-50","experimental","0","1","LF","2","1","1","n","trial","1080","1920","/Users/justina/Downloads/lexical_decision","54","1550","1700","1500","1050","0","1700","1750","459","1111","111","1110","1111","legacy","xpyriment","0111","1011","n","526","0","20","50","50","50","50","50","50","50","walnoot","11","200","7584","NA","7678","NA","NA","NA","1722","14048","7675","82281","85452","85450","1787","85915","1795","7675","14048","NA","NA","NA","NA","NA","13313","86442","85915","NA","85450","LexicalDecision"
"No","589","1","HF","-50","experimental","0","1","HF","1","1","1","n","trial","1080","1920","/Users/justina/Downloads/lexical_decision","55","1500","1700","1500","1050","0","1500","1550","512","1111","111","1110","1111","legacy","xpyriment","1111","1111","n","589","0","20","50","50","50","50","50","50","50","bleek","11","200","7584","NA","7678","NA","NA","NA","1722","14048","7675","82281","86557","86556","1787","87072","1795","7675","14048","NA","NA","NA","NA","NA","13313","87662","87072","NA","86556","LexicalDecision"
