"Practice","RT","accuracy","adaptive_category","adaptive_change","adaptive_phase","alternation_detected","block","cond","condition","correct","correct_keyboard_response","correct_response","data_row_type","display_height","display_width","experiment_path","experimental_trial_count","exposure_HF","exposure_LF","exposure_Pseudo","exposure_Random","exposure_floor_reached","exposure_time_after","exposure_time_before","fixation_dur","history_HF","history_LF","history_Pseudo","history_Random","keyboard_backend","mouse_backend","outcome_history_after","outcome_history_before","response_keyboard_response","response_time_keyboard_response","response_was_timeout","scaled_font_size","step_HF","step_LF","step_Pseudo","step_Random","step_size_after","step_size_applied","step_size_before","stimulus","subject_nr","testing_trial_limit","time_Experimental","time_Practice","time_block_start","time_end_of_block_trigger","time_end_of_experiment","time_end_of_practice_block_trigger","time_experiment","time_experimental_block","time_experimental_sequence","time_feedback","time_fixation","time_fixation_duration","time_generalpreps","time_keyboard_response","time_main_instructions","time_new_block","time_new_block_trigger","time_new_sketchpad","time_practice_block","time_practice_block_trigger","time_practice_sequence_1","time_practice_start","time_presstostart","time_response_trigger","time_stimulus","time_stimulus_trigger","time_trial_sequence","title"
"No","2000","0","Pseudo","50","experimental","0","1","Pseudo","3","0","0","m","trial","1080","1920","/Users/justina/Downloads/lexical_decision","1","2000","2000","2050","2000","0","2050","2000","501","","","0","","legacy","xpyriment","0","","None","2000","1","20","50","50","50","50","50","50","50","proester","8","200","19545","NA","19647","NA","NA","NA","1996","42737","19644","45359","42825","42823","2089","43329","2091","19645","42737","NA","NA","NA","NA","NA","41223","45329","43329","NA","42823","LexicalDecision"
"No","1137","1","LF","-50","experimental","0","1","LF","2","1","1","n","trial","1080","1920","/Users/justina/Downloads/lexical_decision","2","2000","1950","2050","2000","0","1950","2000","471","","1","0","","legacy","xpyriment","1","","n","1137","0","20","50","50","50","50","50","50","50","soepkom","8","200","19545","NA","19647","NA","NA","NA","1996","42737","19644","45359","47537","47535","2089","48011","2091","19645","42737","NA","NA","NA","NA","NA","41223","49149","48011","NA","47535","LexicalDecision"
"No","1264","1","LF","-50","experimental","0","1","LF","2","1","1","n","trial","1080","1920","/Users/justina/Downloads/lexical_decision","3","2000","1900","2050","2000","0","1900","1950","527","","11","0","","legacy","xpyriment","11","1","n","1264","0","20","50","50","50","50","50","50","50","stofjes","8","200","19545","NA","19647","NA","NA","NA","1996","42737","19644","45359","49271","49270","2089","49800","2091","19645","42737","NA","NA","NA","NA","NA","41223","51065","49800","NA","49270","LexicalDecision"
"No","1712","1","Pseudo","-50","experimental","0","1","Pseudo","3","1","1","m","trial","1080","1920","/Users/justina/Downloads/lexical_decision","4","2000","1900","2000","2000","0","2000","2050","441","","11","1","","legacy","xpyriment","01","0","m","1712","0","20","50","50","50","50","50","50","50","eerels","8","200","19545","NA","19647","NA","NA","NA","1996","42737","19644","45359","51185","51184","2089","51629","2091","19645","42737","NA","NA","NA","NA","NA","41223","53342","51629","NA","51184","LexicalDecision"
"No","838","1","HF","-50","experimental","0","1","HF","1","1","1","n","trial","1080","1920","/Users/justina/Downloads/lexical_decision","5","1950","1900","2000","2000","0","1950","2000","422","1","11","1","","legacy","xpyriment","1","","n","838","0","20","50","50","50","50","50","50","50","sterk","8","200","19545","NA","19647","NA","NA","NA","1996","42737","19644","45359","53461","53460","2089","53886","2091","19645","42737","NA","NA","NA","NA","NA","41223","54724","53886","NA","53460","LexicalDecision"
"No","1031","1","Pseudo","-50","experimental","0","1","Pseudo","3","1","1","m","trial","1080","1920","/Users/justina/Downloads/lexical_decision","6","1950","1900","1950","2000","0","1950","2000","480","1","11","11","","legacy","xpyriment","11","1","m","1031","0","20","50","50","50","50","50","50","50","trief","8","200","19545","NA","19647","NA","NA","NA","1996","42737","19644","45359","54844","54843","2089","55327","2091","19645","42737","NA","NA","NA","NA","NA","41223","56358","55327","NA","54842","LexicalDecision"
"No","986","1","LF","-50","experimental","0","1","LF","2","1","1","n","trial","1080","1920","/Users/justina/Downloads/lexical_decision","7","1950","1850","1950","2000","0","1850","1900","533","1","111","11","","legacy","xpyriment","111","11","n","986","0","20","50","50","50","50","50","50","50","balkjes","8","200","19545","NA","19647","NA","NA","NA","1996","42737","19644","45359","56478","56477","2089","57013","2091","19645","42737","NA","NA","NA","NA","NA","41223","58000","57013","NA","56476","LexicalDecision"
"No","1042","1","Random","-50","experimental","0","1","Random","4","1","1","m","trial","1080","1920","/Users/justina/Downloads/lexical_decision","8","1950","1850","1950","1950","0","1950","2000","528","1","111","11","1","legacy","xpyriment","1","","m","1042","0","20","50","50","50","50","50","50","50","epmeils","8","200","19545","NA","19647","NA","NA","NA","1996","42737","19644","45359","58119","58119","2089","58650","2091","19645","42737","NA","NA","NA","NA","NA","41223","59692","58650","NA","58118","LexicalDecision"
"No","798","1","HF","-50","experimental","0","1","HF","1","1","1","n","trial","1080","1920","/Users/justina/Downloads/lexical_decision","9","1900","1850","1950","1950","0","1900","1950","472","11","111","11","1","legacy","xpyriment","11","1","n","798","0","20","50","50","50","50","50","50","50","anders","8","200","19545","NA","19647","NA","NA","NA","1996","42737","19644","45359","59813","59812","2089","60288","2091","19645","42737","NA","NA","NA","NA","NA","41223","61086","60288","NA","59812","LexicalDecision"
"No","920","1","Random","-50","experimental","0","1","Random","4","1","1","m","trial","1080","1920","/Users/justina/Downloads/lexical_decision","10","1900","1850","1950","1900","0","1900","1950","397","11","111","11","11","legacy","xpyriment","11","1","m","920","0","20","50","50","50","50","50","50","50","hujcvrte","8","200","19545","NA","19647","NA","NA","NA","1996","42737","19644","45359","61206","61205","2089","61607","2091","19645","42737","NA","NA","NA","NA","NA","41223","62528","61606","NA","61205","LexicalDecision"
"No","720","1","HF","-50","experimental","0","1","HF","1","1","1","n","trial","1080","1920","/Users/justina/Downloads/lexical_decision","11","1850","1850","1950","1900","0","1850","1900","534","111","111","11","11","legacy","xpyriment","111","11","n","720","0","20","50","50","50","50","50","50","50","verloop","8","200","19545","NA","19647","NA","NA","NA","1996","42737","19644","45359","62648","62647","2089","63185","2091","19645","42737","NA","NA","NA","NA","NA","41223","63906","63184","NA","62647","LexicalDecision"
"No","786","1","Pseudo","-50","experimental","0","1","Pseudo","3","1","1","m","trial","1080","1920","/Users/justina/Downloads/lexical_decision","12","1850","1850","1900","1900","0","1900","1950","404","111","111","111","11","legacy","xpyriment","111","11","m","786","0","20","50","50","50","50","50","50","50","snonning","8","200","19545","NA","19647","NA","NA","NA","1996","42737","19644","45359","64024","64023","2089","64430","2091","19645","42737","NA","NA","NA","NA","NA","41223","65217","64430","NA","64023","LexicalDecision"
"No","1181","1","Pseudo","-50","experimental","0","1","Pseudo","3","1","1","m","trial","1080","1920","/Users/justina/Downloads/lexical_decision","13","1850","1850","1850","1900","0","1850","1900","422","111","111","1111","11","legacy","xpyriment","1111","111","m","1181","0","20","50","50","50","50","50","50","50","taas","8","200","19545","NA","19647","NA","NA","NA","1996","42737","19644","45359","65336","65335","2089","65761","2091","19645","42737","NA","NA","NA","NA","NA","41223","66943","65761","NA","65335","LexicalDecision"
"No","1528","1","LF","-50","experimental","0","1","LF","2","1","1","n","trial","1080","1920","/Users/justina/Downloads/lexical_decision","14","1850","1800","1850","1900","0","1800","1850","563","111","1111","1111","11","legacy","xpyriment","1111","111","n","1528","0","20","50","50","50","50","50","50","50","gympjes","8","200","19545","NA","19647","NA","NA","NA","1996","42737","19644","45359","67064","67063","2089","67629","2091","19645","42737","NA","NA","NA","NA","NA","41223","69158","67629","NA","67063","LexicalDecision"
"No","904","1","Random","-50","experimental","0","1","Random","4","1","1","m","trial","1080","1920","/Users/justina/Downloads/lexical_decision","15","1850","1800","1850","1850","0","1850","1900","427","111","1111","1111","111","legacy","xpyriment","111","11","m","904","0","20","50","50","50","50","50","50","50","tollenr","8","200","19545","NA","19647","NA","NA","NA","1996","42737","19644","45359","69277","69276","2089","69706","2091","19645","42737","NA","NA","NA","NA","NA","41223","70610","69706","NA","69276","LexicalDecision"
"No","1504","1","LF","-50","experimental","0","1","LF","2","1","1","n","trial","1080","1920","/Users/justina/Downloads/lexical_decision","16","1850","1750","1850","1850","0","1750","1800","396","111","1111","1111","111","legacy","xpyriment","1111","1111","n","1504","0","20","50","50","50","50","50","50","50","gieters","8","200","19545","NA","19647","NA","NA","NA","1996","42737","19644","45359","70730","70729","2089","71130","2091","19645","42737","NA","NA","NA","NA","NA","41223","72635","71130","NA","70729","LexicalDecision"
