"stimulus","cond","condition","correct_response"
"vrolijk","HF",1,"n"
"slipjes","LF",2,"n"
"ontdukt","Pseudo",3,"m"
"avulki","Random",4,"m"
"mens","HF",1,"n"
"forums","LF",2,"n"
"deelhns","Random",4,"m"
"bedrok","Pseudo",3,"m"
