"stimulus","cond","condition","correct_response"
"loodjes","LF",2,"n"
"straf","HF",1,"n"
"zieltje","LF",2,"n"
"verslaak","Pseudo",3,"m"
"kkrestes","Random",4,"m"
"brongen","Pseudo",3,"m"
"anncesrs","Random",4,"m"
"waarheid","HF",1,"n"
