"stimulus","cond","condition","correct_response"
"primeurs","LF",2,"n"
"mannen","HF",1,"n"
"mekend","Pseudo",3,"m"
"schoud","Pseudo",3,"m"
"gingen","HF",1,"n"
"eopjpe","Random",4,"m"
"gala","LF",2,"n"
"lsede","Random",4,"m"
