"stimulus","cond","condition","correct_response"
"tliezju","Random",4,"m"
"waarif","Pseudo",3,"m"
"gemien","Pseudo",3,"m"
"struikje","LF",2,"n"
"jeirets","Random",4,"m"
"hier","HF",1,"n"
"cola's","LF",2,"n"
"gesteld","HF",1,"n"
