"stimulus","cond","condition","correct_response"
"eiksnjk","Random",4,"m"
"stelzen","Pseudo",3,"m"
"ortocds","Random",4,"m"
"terras","HF",1,"n"
"intro","LF",2,"n"
"roveel","Pseudo",3,"m"
"breng","HF",1,"n"
"scanners","LF",2,"n"
