"stimulus","cond","condition","correct_response"
"meent","HF",1,"n"
"utjbrue","Random",4,"m"
"bezit","HF",1,"n"
"spaties","LF",2,"n"
"ltesoj","Random",4,"m"
"verklaf","Pseudo",3,"m"
"tonaar","Pseudo",3,"m"
"oorlogs","LF",2,"n"
