"stimulus","cond","condition","correct_response"
"goudstuk","LF",2,"n"
"vangen","HF",1,"n"
"mrkneom","Random",4,"m"
"voelden","HF",1,"n"
"kloofjes","LF",2,"n"
"kichten","Pseudo",3,"m"
"andang","Pseudo",3,"m"
"lsede","Random",4,"m"
