"stimulus","cond","condition","correct_response"
"meikje","Pseudo",3,"m"
"tijesgwj","Random",4,"m"
"hoorntje","LF",2,"n"
"leeg","HF",1,"n"
"buiten","HF",1,"n"
"tavztou","Random",4,"m"
"dulp","Pseudo",3,"m"
"koer","LF",2,"n"
