"stimulus","cond","condition","correct_response"
"asts","Pseudo",3,"m"
"scibuit","Random",4,"m"
"erter","Pseudo",3,"m"
"paleis","HF",1,"n"
"zetten","HF",1,"n"
"hoogtes","LF",2,"n"
"vergiet","LF",2,"n"
"aalg","Random",4,"m"
